Part Number,Part Name,Make/Buy,Planner,Buyer,CTLT,ABC Class,Ann Usage Pieces,Primary Supplier
010100X038W,"BAR,ROUND ~ 1 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D E&O,,NATIONAL SPECIALTY ALLOYS INC
010100X063W,"BAR,ROUND ~ 1 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
010100X065W,"BAR,ROUND ~ 1  IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D E&O,,SPECIALTY MATERIALS SA DE CV
010100X068W,"BAR,ROUND ~ 1 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",126,D E&O,,
010100X074W,"BAR,ROUND ~ 1 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D E&O,,SPECIALTY MATERIALS SA DE CV
0101013444W,"BAR,ROUND ~ 1-1/64IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",30,D USE,,NATIONAL SPECIALTY ALLOYS INC
0101043444W,"BAR,ROUND ~ 1-1/16 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",11,B,2083.88,ACEROS DE ALTO RENDIMIENTO SA DE CV
0101043503W,"BAR,ROUND ~ 1-1/16 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,4,NATIONAL SPECIALTY ALLOYS INC
0101043539W,"BAR,ROUND ~ 1 1/16 DIA",Buy,Planner 10,"GOMEZ CANO, ARTURO",30,D E&O,,ACEROS FORTUNA S DE RL DE CV
01010435H4W,"BAR,ROUND ~ 1-1/16 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,17,NATIONAL SPECIALTY ALLOYS INC
0101080904W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",30,D E&O,12.25,SPECIALTY MATERIALS SA DE CV
0101081454W,"BAR,ROUND ~ 1 1/8 DIA",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",42,B,2443.75,SPECIALTY MATERIALS SA DE CV
0101082401W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",18,D E&O,,SPECIALTY MATERIALS SA DE CV
0101082409W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",18,C,296.5,SPECIALTY MATERIALS SA DE CV
0101082449W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",27,C,6121,SPECIALTY MATERIALS SA DE CV
0101083503W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,C,12.13,SPECIALTY MATERIALS SA DE CV
0101083513W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",36,C,459.5,ACEROS DE ALTO RENDIMIENTO SA DE CV
0101083514W,"BAR,ROUND ~ 1 1/8",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,C,583.63,SPECIALTY MATERIALS SA DE CV
0101083531W,"BAR,ROUND ~ 1 1/8 IN DIA",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D E&O,,NATIONAL SPECIALTY ALLOYS INC
0101083539W,"BAR,ROUND ~ 1 1/8 DIA",Buy,Planner 10,"GOMEZ CANO, ARTURO",24,B,3461.95,SPECIALTY MATERIALS SA DE CV
0101083557W,"BAR,ROUND ~ 1-1/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",18,C,443.5,SPECIALTY MATERIALS SA DE CV
0101083561W,"BAR,ROUND ~ 1 1/8 DIA",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,,NATIONAL SPECIALTY ALLOYS INC
010108356BW,"BAR,ROUND  ~  1 1/8 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",24,C,866.25,SPECIALTY MATERIALS SA DE CV
01010835GVW,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",36,D USE,,NATIONAL SPECIALTY ALLOYS INC
0101084001W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,4.5,SPECIALTY MATERIALS SA DE CV
0101084003W,"BAR,ROUND ~ 1 1/8",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,C,175.63,SPECIALTY MATERIALS SA DE CV
0101084005W,"BAR,ROUND ~ 1 1/8 DIA",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D E&O,0,NATIONAL SPECIALTY ALLOYS INC
0101084009W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D USE,12,NATIONAL SPECIALTY ALLOYS INC
0101084042W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",24,D USE,20.63,SPECIALTY MATERIALS SA DE CV
0101084052W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,C,412.56,SPECIALTY MATERIALS SA DE CV
010108405AW,"BAR,ROUND  ~  1 1/8 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",126,D E&O,,
0101084075W,"BAR,ROUND  ~  1 1/8 RD",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,2,NATIONAL SPECIALTY ALLOYS INC
0101084118W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",36,A,175.88,SPECIALTY MATERIALS SA DE CV
010108M101W,"BAR,ROUND ~ 1-1/8 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D E&O,,SPECIALTY MATERIALS SA DE CV
010108M273W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
010108X017W,"BAR,ROUND ~ 1-1/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",126,D E&O,,
010108X018W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 7,"FERNANDEZ, JORGE",30,D,,
010108X019W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
010108X021W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,,NATIONAL SPECIALTY ALLOYS INC
010108X022W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
010108X032W,"BAR,ROUND ~ 1 1/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D USE,,SPECIALTY MATERIALS SA DE CV
0101092409W,"BAR,ROUND ~ 1 9/64 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",30,D E&O,,ACEROS FORTUNA S DE RL DE CV
010109X003A,"BAR,ROUND ~ 1.1406 DIA X 16.796",Buy,Planner 10,"GOMEZ CANO, ARTURO",36,D E&O,,SPECIALTY MATERIALS SA DE CV
01011-03,BTM BASE CSTG ~ 2000 6.50,Buy,Planner 7,"FERNANDEZ, JORGE",78,D USE,,OIL CITY IRON WORKS INC
0101122409W,"BAR,ROUND ~ 1 3/16 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",18,B,14638.25,SPECIALTY MATERIALS SA DE CV
0101123444W,"BAR,ROUND ~ 1 3/16",Buy,Planner 10,"GOMEZ CANO, ARTURO",30,D USE,,NATIONAL SPECIALTY ALLOYS INC
0101123531W,"BAR,ROUND ~ 1 3/16",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
0101123556W,"BAR,ROUND ~ 3/16 DIA",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",30,D E&O,,NATIONAL SPECIALTY ALLOYS INC
0101123557W,"BAR,ROUND ~ 1 3/16",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",36,C,1860.63,ACEROS DE ALTO RENDIMIENTO SA DE CV
0101123561W,"BAR,ROUND ~ 1 3/16",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D USE,,NATIONAL SPECIALTY ALLOYS INC
010112356MW,"BAR,ROUND ~ 1 3/16",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,C,242.81,SPECIALTY MATERIALS SA DE CV
010112356QW,"BAR,ROUND ~ 1 3/16",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D NEW,,
01011235JJW,"BAR, ROUND ~ 1 3/16 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",27,D E&O,,NATIONAL SPECIALTY ALLOYS INC
0101124015W,"BAR,ROUND ~ 1 3/16",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D USE,0,NATIONAL SPECIALTY ALLOYS INC
010112M823W,"BAR,ROUND - 1 3/16 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D E&O,,SPECIALTY MATERIALS SA DE CV
010112X006W,"BAR,ROUND ~ 1 3/16 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",126,D E&O,,
010112X008W,"BAR,ROUND ~ 1 3/16",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",126,D E&O,,
010112X009W,"BAR,ROUND ~ 1 3/16",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
0101160691W,"BAR,ROUND ~ 1 1/4 DIA",Buy,Planner 10,"GOMEZ CANO, ARTURO",66,D E&O,,SABIC INNOVATIVE PLASTICS US LLC
0101160901W,"BAR,ROUND ~ 1 1/4 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D E&O,,NATIONAL SPECIALTY ALLOYS INC
0101162409W,"BAR,ROUND ~ 1 1/4 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",18,C,1690,SPECIALTY MATERIALS SA DE CV
0101162964W,"BAR,FORGED  ~  1 1/4 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
0101163121W,"BAR,ROUND  ~  1 1/4 IN",Buy,,,,,,
0101163503W,"BAR,ROUND ~ 1 1/4 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,62.25,SPECIALTY MATERIALS SA DE CV
0101163509W,"BAR,ROUND ~ 1 1/4",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,9.38,NATIONAL SPECIALTY ALLOYS INC
0101163513W,"BAR,ROUND ~ 1 1/4 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",36,B,13707,ACEROS DE ALTO RENDIMIENTO SA DE CV
0101163557W,"BAR,ROUND ~ 1 1/4 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",18,C,129.63,SPECIALTY MATERIALS SA DE CV
0101163560W,"BAR,ROUND ~ 1-1/4 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",18,C,151,SPECIALTY MATERIALS SA DE CV
01011635BEW,"BAR,ROUND ~ 1 1/4 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D USE,48,NATIONAL SPECIALTY ALLOYS INC
01011635F2W,"BAR,ROUND ~ 1 1/4 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,31.75,SPECIALTY MATERIALS SA DE CV
01011635GVW,"BAR,ROUND ~ 1 1/4 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D USE,,NATIONAL SPECIALTY ALLOYS INC
01011635H6W,"BAR,ROUND ~ 1 1/4 INCH",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,C,42.38,SPECIALTY MATERIALS SA DE CV
01011635HBW,"BAR,ROUND ~ 1 1/4 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
0101164009W,"BAR,ROUND  ~  1 1/4",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",126,D E&O,,
0101164015W,"ROUND, BAR    ~ 1 1/4",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D NEW,0,
010116406AW,"BAR,ROUND ~ 1 1/4 INCH",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",84,D USE,,NATIONAL SPECIALTY ALLOYS INC
010116409BW,"BAR,ROUND ~ 1 1/4 INCH",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",126,D E&O,,
0101164118W,"BAR,ROUND ~ 1 1/4 DIA",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D USE,7.88,SPECIALTY MATERIALS SA DE CV
0101166F8HW,"BAR,ROUND ~ 1 1/4",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D E&O,12,NATIONAL SPECIALTY ALLOYS INC
010116M140W,"BAR,ROUND ~ 1-1/4 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",18,D E&O,,SPECIALTY MATERIALS SA DE CV
010116X065W,"BAR,ROUND ~ 1 1/4 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
010116X066W,"BAR,ROUND ~ 1 1/4 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",126,D E&O,,
010116X067W,"BAR,FORGED ~ 1 1/4 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",126,D E&O,,NATIONAL SPECIALTY ALLOYS INC
010116X074W,"BAR,ROUND ~ 1 1/4 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",126,D E&O,,
010116X083W,BAR ROUND ~ 1 1/4 IN,Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",18,D USE,8,SPECIALTY MATERIALS SA DE CV
0101173401W,"BAR,ROUND ~ 1-17/64 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",36,D E&O,,SPECIALTY MATERIALS SA DE CV
0101173444W,"BAR,ROUND ~ 1-17/64 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",36,AA,12948.92,ACEROS DE ALTO RENDIMIENTO SA DE CV
0101203514W,"BAR,ROUND ~ 1 5/16",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,C,38.75,SPECIALTY MATERIALS SA DE CV
0101203557W,"BAR,ROUND ~ 1-5/16 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",18,C,998.75,SPECIALTY MATERIALS SA DE CV
0101206F8HW,"BAR,ROUND ~ 1 5/16 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
010120X007W,"BAR,ROUND ~ 1 5/16 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",126,D E&O,,
0101240691W,"BAR,ROUND ~ 1-3/8 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",66,D E&O,,SABIC INNOVATIVE PLASTICS US LLC
0101241223W,"BAR,ROUND ~ 1 3/8 DIA",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",36,B,725.25,SPECIALTY MATERIALS SA DE CV
0101243122W,"BAR,ROUND ~ 1 3/8 DIA",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,18.13,SPECIALTY MATERIALS SA DE CV
0101243516W,"BAR,ROUND ~ 1 3/8 DIA",Buy,Planner 10,"GOMEZ CANO, ARTURO",36,C,100.13,ALEACIONES ESPECIALES DE MEXICO S DE R L DE CV
0101243539W,"BAR,ROUND ~ 1 3/8 DIA",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",36,B,5443.52,ACEROS DE ALTO RENDIMIENTO SA DE CV
0101243557W,"BAR,ROUND ~ 1-3/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,C,51.13,SPECIALTY MATERIALS SA DE CV
0101243560W,"BAR,ROUND ~ 1 3/8 DIA",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",42,D E&O,,
0101243562W,"BAR,ROUND ~ 1 3/8 DIA",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,,NATIONAL SPECIALTY ALLOYS INC
010124356BW,"BAR,ROUND ~ 1 3/8",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D USE,52.75,SPECIALTY MATERIALS SA DE CV
0101244003W,"BAR,ROUND ~ 1 3/8 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,21.13,NATIONAL SPECIALTY ALLOYS INC
010124402RW,"BAR,ROUND  ~  1 3/8 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",126,D E&O,,
0101283539W,"BAR,ROUND ~ 1 7/16 DIA",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",36,C,147.38,ALEACIONES ESPECIALES DE MEXICO S DE R L DE CV
0101284015W,"BAR,ROUND ~ 1-7/16 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,10.75,NATIONAL SPECIALTY ALLOYS INC
0101320624W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",66,D E&O,,SABIC INNOVATIVE PLASTICS US LLC
0101321401W,"BAR,ROUND  ~  1 1/2 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,19.5,SPECIALTY MATERIALS SA DE CV
0101321454W,"BAR,ROUND ~ 1 1/2 DIA",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",42,D E&O,,
0101322409W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",18,A,11584.63,SPECIALTY MATERIALS SA DE CV
0101322449W,"BAR,ROUND ~ 1 1/2",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",36,D USE,,NATIONAL SPECIALTY ALLOYS INC
0101323006W,"BAR,ROUND  ~  1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",54,D USE,5.38,BEST STAINLESS AND ALLOYS LP
0101323121W,"BAR,ROUND  ~  1-1/2 IN",Buy,,,,,,
0101323503W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",30,D E&O,,NATIONAL SPECIALTY ALLOYS INC
0101323513W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",36,B,9866.34,ACEROS DE ALTO RENDIMIENTO SA DE CV
0101323514W,"BAR,ROUND ~ 1 1/2",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",36,C,647.25,ALEACIONES ESPECIALES DE MEXICO S DE R L DE CV
0101323515W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,C,308.13,SPECIALTY MATERIALS SA DE CV
0101323539W,"BAR,ROUND ~ 1 1/2",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",36,B,1905.25,ALEACIONES ESPECIALES DE MEXICO S DE R L DE CV
0101323556W,"BAR,ROUND  ~  1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D E&O,,
0101323557W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",36,C,1089.63,ACEROS DE ALTO RENDIMIENTO SA DE CV
0101323558W,"BAR,ROUND ~ 1-1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",18,D E&O,,SPECIALTY MATERIALS SA DE CV
010132356BW,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 3,"JACINTO ANDRACA, MARIA ELENA",12,C,682,SPECIALTY MATERIALS SA DE CV
010132356MW,"BAR,ROUND ~ 1 1/2 INCH",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",18,C,269.5,SPECIALTY MATERIALS SA DE CV
010132356QW,"BAR,ROUND ~ 1 1/2 INCH",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",18,D E&O,,SPECIALTY MATERIALS SA DE CV
01013235DNW,"BAR,ROUND ~ 1 1/2",Buy,Planner 10,"GOMEZ CANO, ARTURO",24,D USE,0,NATIONAL SPECIALTY ALLOYS INC
01013235F2W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
01013235GVW,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D USE,,NATIONAL SPECIALTY ALLOYS INC
01013235H6W,"BAR,ROUND ~ 1 1/2 INCH",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,7.75,NATIONAL SPECIALTY ALLOYS INC
01013235K4W,"BAR,ROUND ~ 1 1/2 INCH",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D E&O,,NATIONAL SPECIALTY ALLOYS INC
0101324001W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,C,20.38,SPECIALTY MATERIALS SA DE CV
0101324004W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D E&O,,NATIONAL SPECIALTY ALLOYS INC
0101324021W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",42,D USE,11.5,SPECIALTY MATERIALS SA DE CV
010132403NW,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D E&O,,BEST STAINLESS AND ALLOYS LP
0101324042W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,,NATIONAL SPECIALTY ALLOYS INC
0101324052W,"BAR,ROUND  ~ 1 1/2 INCH",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D USE,3,NATIONAL SPECIALTY ALLOYS INC
010132406AW,"BAR, ROUND ~ 1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",54,D USE,9.5,NATIONAL SPECIALTY ALLOYS INC
0101324075W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",30,D USE,3.13,NATIONAL SPECIALTY ALLOYS INC
010132M140W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
010132X042W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",126,D E&O,,
010132X053W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",126,D E&O,,
010132X056W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",18,D E&O,,ACEROS INOXIDABLES Y SERVICIOS INDUSTRIALES
010132X067W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,D E&O,,NATIONAL SPECIALTY ALLOYS INC
010132X116W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D E&O,,SPECIALTY MATERIALS SA DE CV
010132X124W,"BAR,ROUND ~ 1 1/2 IN",Buy,Planner 4,"GARCIA JIMENEZ, MARIA GUADALUPE",126,D E&O,,
0101363557W,"BAR,ROUND ~ 1 9/16 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,C,45.38,SPECIALTY MATERIALS SA DE CV
0101363560W,"BAR,ROUND ~ 1 9/16 DIA",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D USE,273.38,SPECIALTY MATERIALS SA DE CV
010136356BW,"BAR,ROUND ~ 1 9/16 DIA",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D USE,,NATIONAL SPECIALTY ALLOYS INC
0101402409W,"BAR,ROUND ~ 1 5/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",18,D E&O,,
0101403160W,"BAR ROUND, 1 5/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D E&O,,SPECIALTY MATERIALS SA DE CV
0101403444W,"BAR,ROUND ~ 1 5/8",Buy,Planner 10,"GOMEZ CANO, ARTURO",36,B,1984,ALEACIONES ESPECIALES DE MEXICO S DE R L DE CV
0101403513W,"BAR,ROUND ~ 1 5/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,C,390.5,SPECIALTY MATERIALS SA DE CV
0101403514W,"BAR,ROUND ~ 1 5/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",26,C,113,SPECIALTY MATERIALS SA DE CV
0101403539W,"BAR,ROUND ~ 1 5/8 IN",Buy,Planner 10,"GOMEZ CANO, ARTURO",36,B,1811.13,ALEACIONES ESPECIALES DE MEXICO S DE R L DE CV
0101403557W,"BAR,ROUND ~ 1 5/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,C,924.63,SPECIALTY MATERIALS SA DE CV
0101403558W,"BAR,ROUND ~ 1 5/8 DIA",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D E&O,,NATIONAL SPECIALTY ALLOYS INC
0101403560W,"BAR,ROUND ~ 1-5/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",24,C,132.25,SPECIALTY MATERIALS SA DE CV
0101403561W,"BAR,ROUND ~ 1-5/8 IN",Buy,Planner 12,"HERNANDEZ CEBALLOS, TERESA DE JESUS",30,D USE,,NATIONAL SPECIALTY ALLOYS INC
