Item Number,Item_Description,Qty,UOM,Locator,Subinventory,Planner,Organization_Code
0103001223W,"BAR ROUND, 3.000 IN",6,Inch,B.05.06...,BR,Planner 10,TOL
0103002302W,"BAR,ROUND ~ 3 IN",48.375,Inch,B.07.07...,BR,Planner 10,TOL
0103002409W,"BAR,ROUND ~ 3 IN",182.875,Inch,B.08.07...,BR,Planner 4,TOL
010300242GW,"BAR ROUND, 3.000 IN",166.875,Inch,B.12.01...,BR,Planner 4,TOL
0103002449W,"BAR,ROUND ~ 3",129.5,Inch,B.04.04...,BR,Planner 4,TOL
0103003513W,"BAR,ROUND ~ 3 IN",32.75,Inch,B.08.06...,BR,Planner 12,TOL
0103003514W,"BAR,ROUND ~ 3 INCH",27.625,Inch,B.06.06...,BR,Planner 4,TOL
0103003515W,"BAR,ROUND ~ 3 IN",6.625,Inch,B.15.04...,BR,Planner 4,TOL
0103003539W,"BAR,ROUND ~ 3 IN DIA",18.25,Inch,B.24.02...,BR,Planner 4,TOL
0103003557W,"BAR,ROUND ~ 3",205.125,Inch,B.03.05...,BR,Planner 12,TOL
0103003560W,"BAR,ROUND ~ 3 IN",55.5,Inch,B.03.03...,BR,Planner 12,TOL
0103003561W,"BAR,ROUND ~ 3 IN",12,Inch,B.28.03...,BR,Planner 4,TOL
0103003562W,"BAR,ROUND ~ 3 IN",2.75,Inch,B.14.04...,BR,Planner 4,TOL
010300356BW,BAR  ~  3 IN,108.125,Inch,B.04.02...,BR,Planner 12,TOL
010300356MW,"BAR,ROUND ~ 3 INCH",7,Inch,B.23.03...,BR,Planner 4,TOL
01030035K4W,"BAR,ROUND ~ 3 INCH",5.25,Inch,B.23.02...,BR,Planner 3,TOL
0103003978W,"BAR,ROUND ~ 3 INCH",12,Inch,B.28.04...,BR,Planner 4,TOL
0103004001W,"BAR,ROUND  ~  3 IN",4.375,Inch,B.28.02...,BR,Planner 4,TOL
0103004009W,"BAR,ROUND ~ 3 IN",3.75,Inch,B.14.03...,BR,Planner 4,TOL
0103004015W,"BAR,ROUND ~ 3 IN",5.625,Inch,B.28.02...,BR,Planner 4,TOL
0103004118W,"BAR,ROUND ~ 3 IN",69.5,Inch,B.14.04...,BR,Planner 4,TOL
010300X095W,"BAR,ROUND ~ 3 INCH",7.375,Inch,B.24.03...,BR,Planner 4,TOL
010300X100W,"BAR,ROUND ~ 3 IN",37.875,Inch,B.13.01...,BR,Planner 4,TOL
010300X104W,"BAR,ROUND ~ 3 DIA",16.5,Inch,B.25.04...,BR,Planner 4,TOL
0103082409W,"BAR,ROUND ~ 3 1/8 IN",127.75,Inch,B.13.04...,BR,Planner 4,TOL
0103083509W,"BAR,ROUND  ~  3 1/8 IN DIA",11,Inch,B.28.03...,BR,Planner 10,TOL
0103083556W,"BAR,ROUND ~ 3 1/8 IN",24,Inch,B.24.03...,BR,Planner 4,TOL
0103083557W,"BAR,ROUND ~ 3 1/8 IN",75,Inch,B.03.04...,BR,Planner 12,TOL
010308356MW,"BAR,ROUND ~ 3 1/8 IN",36,Inch,B.04.02...,BR,Planner 12,TOL
01030835H6W,"BAR,ROUND ~ 3 1/8 IN",3.125,Inch,B.23.02...,BR,Planner 4,TOL
0103086F8HW,"BAR,ROUND ~ 3 1/8",8,Inch,B.28.02...,BR,Planner 4,TOL
0103163513W,"BAR,ROUND ~ 3 1/4 IN",251.625,Inch,B.02.05...,BR,Planner 12,TOL
0103163557W,"BAR,ROUND ~ 3 1/4",86.5,Inch,B.02.03...,BR,Planner 12,TOL
010316356MW,"BAR,ROUND ~ 3 1/4 IN",12,Inch,B.23.02...,BR,Planner 12,TOL
0103163934W,"BAR,ROUND  ~  3 1/4 IN",10.5,Inch,B.01.01...,BR,Planner 12,TOL
010316X093W,"BAR,ROUND ~ 3 3/4 IN",3.5,Inch,B.24.04...,BR,Planner 3,TOL
0103240913W,"BAR,ROUND ~ 3 3/8",66.875,Inch,B.07.06...,BR,Planner 4,TOL
010324221YW,"BAR,ROUND ~ 3 3/8 IN FORGED",6,Inch,B.14.04...,BR,Planner 10,TOL
0103242449W,"BAR,ROUND ~ 3 3/8 IN",120.875,Inch,B.24.04...,BR,Planner 4,TOL
0103243513W,"BAR,ROUND ~ 3 3/8 IN",110,Inch,B.01.03...,BR,Planner 4,TOL
0103243514W,"BAR,ROUND ~ 3 3/8 IN",18.125,Inch,B.28.02...,BR,Planner 12,TOL
0103243557W,"BAR,ROUND ~ 3-3/8 IN",397.125,Inch,B.12.02...,BR,Planner 4,TOL
0103243560W,"BAR,ROUND ~ 3-3/8 IN",65.625,Inch,B.08.06...,BR,Planner 4,TOL
010324356BW,"BAR,ROUND ~ 3 3/8",63.25,Inch,B.13.04...,BR,Planner 4,TOL
01032435GVW,"BAR,ROUND ~ 3 3/8",36.625,Inch,B.14.04...,BR,Planner 4,TOL
0103320913W,"BAR,ROUND ~ 3-1/2 IN",83.375,Inch,B.15.04...,BR,Planner 4,TOL
0103322409W,"BAR,ROUND ~ 3 1/2 IN",29.25,Inch,B.08.05...,BR,Planner 4,TOL
0103322449W,"BAR,ROUND ~ 3 1/2 IN",175,Inch,B.03.04...,BR,Planner 10,TOL
0103323006W,"BAR,ROUND ~ 3 1/2 DIA",21.375,Inch,B.14.04...,BR,Planner 12,TOL
0103323514W,"BAR,ROUND ~ 3 1/2 IN",6.25,Inch,B.24.03...,BR,Planner 4,TOL
0103323520W,"BAR,ROUND  ~  3 1/2 IN",6.375,Inch,B.15.04...,BR,Planner 4,TOL
0103323539W,"BAR,ROUND ~ 3 1/2 DIA",285.75,Inch,B.08.07...,BR,Planner 4,TOL
0103323557W,"BAR,ROUND ~ 3 1/2 IN",114.375,Inch,B.03.03...,BR,Planner 12,TOL
0103323560W,"BAR,ROUND ~ 3 1/2 IN",5.25,Inch,B.14.04...,BR,Planner 12,TOL
0103323562W,"BAR,ROUND  ~  3 1/2 IN DIA",2.375,Inch,B.23.02...,BR,Planner 12,TOL
010332356MW,"BAR,ROUND ~ 3 1/2 INCH",81.125,Inch,B.03.02...,BR,Planner 12,TOL
01033235F2W,"BAR,ROUND  ~  3 1/2 IN",10.5,Inch,B.28.04...,BR,Planner 4,TOL
0103324009W,"BAR,ROUND ~ 3 1/2 IN",6.25,Inch,B.28.02...,BR,Planner 4,TOL
010332405CW,"BAR,ROUND  ~  3 1/2 IN",4,Inch,B.14.05...,BR,Planner 10,TOL
0103324118W,"BAR,ROUND ~ 3 1/2 IN",60.75,Inch,B.28.04...,BR,Planner 4,TOL
0103326F8HW,"BAR,ROUND ~ 3 1/2 INCH",11,Inch,B.28.04...,BR,Planner 4,TOL
010332M121W,"BAR,ROUND ~ 3 1/2 IN",5.25,Inch,B.28.04...,BR,Planner 12,TOL
010332X136W,"BAR,ROUND ~ 3 1/2",3.75,Inch,B.23.03...,BR,Planner 12,TOL
0103402409W,"BAR,ROUND ~ 3 5/8 DIA",9.5,Inch,B.03.03...,BR,Planner 4,TOL
0103403513W,"BAR,ROUND ~ 3 5/8 IN",359.375,Inch,B.02.05...,BR,Planner 12,TOL
0103403560W,"BAR,ROUND ~ 3-5/8 IN",18.375,Inch,B.24.02...,BR,Planner 12,TOL
0103481223W,"BAR,ROUND ~ 3 3/4 DIA",86.75,Inch,B.03.05...,BR,Planner 10,TOL
0103481454W,"BAR,ROUND ~ 3 3/4 DIA",16.75,Inch,B.03.04...,BR,Planner 10,TOL
010348345ZW,"BAR,ROUND ~ 3 3/4 IN DIA",4.375,Inch,B.15.05...,BR,Planner 10,TOL
0103483503W,"BAR,ROUND ~ 3 3/4 DIA",10.75,Inch,B.25.03...,BR,Planner 4,TOL
0103483509W,"BAR,ROUND ~ 3 3/4 DIA",4,Inch,B.25.04...,BR,Planner 12,TOL
0103483513W,"BAR,ROUND ~ 3 3/4 IN",72,Inch,B.03.05...,BR,Planner 12,TOL
0103483514W,"BAR,ROUND  ~  3 3/4 81",5.75,Inch,B.14.05...,BR,Planner 12,TOL
0103483515W,"BAR,ROUND ~ 3 3/4 IN",23.875,Inch,B.03.02...,BR,Planner 12,TOL
0103483556W,"BAR,ROUND ~ 3-3/4 IN",9.25,Inch,B.23.03...,BR,Planner 4,TOL
0103483557W,"BAR,ROUND ~ 3 3/4 IN DIA",194,Inch,B.02.05...,BR,Planner 12,TOL
0103483563W,"BAR,ROUND ~ 3 3/4 IN",12,Inch,B.06.06...,BR,Planner 4,TOL
010348356MW,"BAR,ROUND ~ 3 3/4 IN",24,Inch,B.27.03...,BR,Planner 12,TOL
01034835GVW,"BAR,ROUND ~ 3 3/4 DIA",9.375,Inch,B.28.02...,BR,Planner 10,TOL
0103483978W,"BAR,ROUND ~ 3 3/4 IN",12,Inch,B.14.05...,BR,Planner 4,TOL
0103484052W,"BAR,ROUND ~ 3 3/4 IN",6,Inch,B.28.02...,BR,Planner 12,TOL
0103484075W,"BAR,ROUND  ~  3 3/4 IN",15.625,Inch,B.24.02...,BR,Planner 12,TOL
010348M273W,"BAR,ROUND ~ 3 3/4 IN",7.5,Inch,B.25.03...,BR,Planner 10,TOL
010348X079W,"BAR,ROUND ~ 3 3/4 IN DIA",6.5,Inch,B.23.03...,BR,Planner 10,TOL
0104000903W,"BAR,ROUND ~ 4 IN",41.25,Inch,B.02.02...,BR,Planner 4,TOL
0104002449W,"BAR,ROUND ~ 4 IN",78.875,Inch,B.04.03...,BR,Planner 4,TOL
0104003513W,"BAR,ROUND ~ 4 IN",15.625,Inch,B.02.03...,BR,Planner 12,TOL
01040035H4W,"BAR,ROUND ~ 4 INCH",10,Inch,B.23.03...,BR,Planner 4,TOL
0104004015W,"BAR,ROUND ~ 4 IN",9,Inch,B.28.02...,BR,Planner 4,TOL
010400X186W,"BAR,FORGED ~ 4 IN",8.5,Inch,B.24.02...,BR,Planner 10,TOL
010400X187W,"BAR,ROUND ~ 4",368.5,Inch,B.01.04...,BR,Planner 4,TOL
0104083560W,"BAR,ROUND ~ 4 1/8 DIA",9.625,Inch,B.28.03...,BR,Planner 4,TOL
0104083562W,"BAR,ROUND ~ 4 1/8 DIA",4.25,Inch,B.28.04...,BR,Planner 10,TOL
010408356BW,"BAR,ROUND ~ 4 1/8 DIA",10.375,Inch,B.25.03...,BR,Planner 4,TOL
010408X001W,"BAR, ROUND ~ 4 1/8 IN",5.625,Inch,B.24.04...,BR,Planner 3,TOL
0104162409W,"BAR,ROUND ~ 4 1/4 IN",10.75,Inch,B.04.02...,BR,Planner 4,TOL
0104162449W,"BAR,ROUND ~ 4 1/4 IN",18.625,Inch,B.03.02...,BR,Planner 10,TOL
0104163513W,"BAR,ROUND ~ 4 1/4 IN",9.125,Inch,B.23.04...,BR,Planner 12,TOL
0104163514W,"BAR,ROUND  ~  4 1/4 IN",31.875,Inch,B.12.02...,BR,Planner 4,TOL
0104163557W,"BAR,ROUND ~ 4 1/4 IN",110.375,Inch,B.12.03...,BR,Planner 4,TOL
0104163562W,"BAR,ROUND  ~  4-1/4 IN",6.125,Inch,B.25.03...,BR,Planner 3,TOL
0104164009W,"BAR,ROUND ~ 4 1/4 DIA",7.375,Inch,B.28.02...,BR,Planner 12,TOL
0104164052W,"BAR,ROUND ~ 4 1/4 DIA",3.125,Inch,B.28.02...,BR,Planner 12,TOL
010416X064W,"BAR,ROUND ~ 4 1/4 IN",9.375,Inch,B.25.04...,BR,Planner 4,TOL
010416X089W,"BAR, ROUND ~ 4 1/4 IN",5.375,Inch,B.27.04...,BR,Planner 3,TOL
010416X097W,"BAR,ROUND FORGED ~ 4 1/4 IN",5,Inch,B.15.05...,BR,Planner 10,TOL
0104322302W,"BAR,ROUND FORGED ~ 4 1/2 IN",5,Inch,B.28.03...,BR,Planner 10,TOL
0104322449W,"BAR,ROUND ~ 4 1/2 IN",516.25,Inch,B.12.04...,BR,Planner 10,TOL
0104323509W,"BAR,ROUND ~ 4 1/2 INCH",16.375,Inch,B.28.04...,BR,Planner 12,TOL
0104323513W,"BAR,ROUND ~ 4 1/2 DIA",249.625,Inch,B.04.03...,BR,Planner 12,TOL
0104323514W,"BAR,ROUND  ~  4 1/2 IN",31.825,Inch,B.12.02...,BR,Planner 12,TOL
0104323515W,"BAR,ROUND ~ 4 1/2 IN",20.75,Inch,B.24.04...,BR,Planner 12,TOL
0104323531W,"BAR,ROUND ~ 4 1/2 IN",3.625,Inch,B.24.02...,BR,Planner 12,TOL
0104323539W,"BAR,ROUND ~ 4 1/2 DIA",149.375,Inch,B.04.04...,BR,Planner 4,TOL
0104323557W,"BAR,ROUND ~ 4 1/2 IN",320.875,Inch,B.02.03...,BR,Planner 12,TOL
0104323560W,"BAR,ROUND ~ 4-1/2 IN",22,Inch,B.12.04...,BR,Planner 12,TOL
010432356MW,"BAR,ROUND ~ 4 1/2 INCH",55.75,Inch,B.23.04...,BR,Planner 12,TOL
01043235H4W,"BAR,ROUND ~ 4 1/2 IN",8.625,Inch,B.28.05...,BR,Planner 4,TOL
0104323978W,"BAR, ROUND ~ 4 1/2 INCH",9.75,Inch,B.28.04...,BR,Planner 4,TOL
0104324001W,"BAR,ROUND ~ 4 1/2 IN",4.125,Inch,B.24.02...,BR,Planner 4,TOL
0104324015W,"BAR,ROUND ~ 4 1/2 IN",60.375,Inch,B.03.05...,BR,Planner 4,TOL
0104324052W,"BAR,ROUND ~ 4 1/2 IN",6.875,Inch,B.28.04...,BR,Planner 11,TOL
0104324075W,"BAR,ROUND ~ 4 1/2 INCH",95.875,Inch,B.12.04...,BR,Planner 12,TOL
010432X064W,"BAR,ROUND ~ 4 1/2 IN",6.5,Inch,B.25.04...,BR,Planner 12,TOL
0104403515W,"BAR,ROUND ~ 4 5/8 IN DIA",17.125,Inch,B.15.04...,BR,Planner 12,TOL
0104483513W,"BAR,ROUND ~ 4 3/4 IN",56.875,Inch,B.13.03...,BR,Planner 12,TOL
0104483514W,"BAR,ROUND ~ 4 3/4 DIA",28.25,Inch,B.01.05...,BR,Planner 12,TOL
0104483515W,"BAR,ROUND ~ 4 3/4 IN",10,Inch,B.15.05...,BR,Planner 12,TOL
0104483557W,"BAR,ROUND ~ 4 3/4 IN",51.875,Inch,B.12.03...,BR,Planner 4,TOL
0104483560W,"BAR,ROUND ~ 4 3/4 IN",7.625,Inch,B.14.03...,BR,Planner 4,TOL
0104483562W,"BAR,ROUND ~ 4-3/4 IN",12,Inch,B.28.02...,BR,Planner 12,TOL
010448X054W,"BAR,ROUND ~ 4 3/4 IN",12,Inch,B.27.03...,BR,Planner 12,TOL
010448X059W,"BAR,ROUND ~ 4 3/4 INCH",3.375,Inch,B.15.04...,BR,Planner 4,TOL
010448X063W,"BAR,ROUND ~ 4 3/4 IN",19.375,Inch,B.18.01...,BR,Planner 4,TOL
0105000913W,"BAR,ROUND ~ 5 IN",81.5,Inch,B.03.03...,BR,Planner 12,TOL
0105002449W,"BAR,ROUND ~ 5 IN",8.75,Inch,B.01.05...,BR,Planner 10,TOL
0105003514W,"BAR,ROUND ~ 5 IN",12,Inch,B.01.05...,BR,Planner 4,TOL
0105003539W,"BAR,ROUND ~ 5 IN DIA",37.25,Inch,B.12.03...,BR,Planner 10,TOL
0105003557W,"BAR,ROUND ~ 5 IN",90.875,Inch,B.24.03...,BR,Planner 4,TOL
01050035H6W,"BAR,ROUND ~ 5 INCH",4.5,Inch,B.14.04...,BR,Planner 12,TOL
0105004015W,"BAR,ROUND ~ 5 IN DIA",11,Inch,B.28.03...,BR,Planner 4,TOL
0105162449W,"BAR,ROUND ~ 5 1/4 IN",19.875,Inch,B.03.04...,BR,Planner 4,TOL
0105163557W,"BAR,ROUND ~ 5 1/4 IN",23.75,Inch,B.28.05...,BR,Planner 4,TOL
0105322439W,"BAR,ROUND ~ 5 1/2 IN",87,Inch,B.18.02...,BR,Planner 4,TOL
0105323513W,"BAR,ROUND ~ 5 1/2 IN",48.5,Inch,B.13.03...,BR,Planner 4,TOL
0105323515W,"BAR,ROUND ~ 5 1/2 IN",5.375,Inch,B.23.04...,BR,Planner 12,TOL
0105323557W,"BAR,ROUND ~ 5 1/2 IN",73.5,Inch,B.13.03...,BR,Planner 12,TOL
0105323560W,"BAR,ROUND ~ 5-1/2 IN",19.87,Inch,B.24.04...,BR,Planner 4,TOL
010532356BW,"BAR,ROUND ~ 5 1/2",61.5,Inch,B.12.03...,BR,Planner 4,TOL
01053235H4W,"BAR,ROUND ~ 5 1/2 INCH",3,Inch,B.23.02...,BR,Planner 10,TOL
0105324001W,"BAR,ROUND ~ 5 1/2 IN",2,Inch,B.23.04...,BR,Planner 4,TOL
0105483514W,"BAR,ROUND ~ 5 3/4 DIA",3.125,Inch,B.24.04...,BR,Planner 4,TOL
0105483539W,"BAR,ROUND ~ 5 3/4 IN DIA",28.75,Inch,B.01.04...,BR,Planner 12,TOL
0105483560W,"BAR,ROUND ~ 5 3/4 IN",27,Inch,B.12.04...,BR,Planner 4,TOL
0105483561W,"BAR,ROUND ~ 5 3/4 IN",3.875,Inch,B.14.05...,BR,Planner 4,TOL
010548356MW,"BAR,ROUND ~ 5 3/4 INCH",3.5,Inch,B.15.05...,BR,Planner 4,TOL
01054835H4W,"BAR,ROUND ~ 5 3/4 INCH",6.25,Inch,B.27.03...,BR,Planner 4,TOL
0105484001W,"BAR,ROUND ~ 5-3/4 IN",3,Inch,B.27.05...,BR,Planner 4,TOL
0105484015W,"BAR,ROUND ~ 5 3/4 DIA",3.125,Inch,B.28.04...,BR,Planner 4,TOL
010548X026W,"BAR,ROUND ~ 5 3/4 IN",14,Inch,B.03.05...,BR,Planner 4,TOL
0106000904W,"BAR,ROUND ~ 6 DIA",5,Inch,B.01.05...,BR,Planner 4,TOL
0106002439W,"BAR,ROUND ~ 6 IN",72,Inch,B.01.05...,BR,Planner 4,TOL
0106002449W,"BAR,ROUND ~ 6 IN",278,Inch,B.27.04...,BR,Planner 10,TOL
0106003509W,"BAR,ROUND  ~  6IN",5.75,Inch,B.14.05...,BR,Planner 4,TOL
0106003513W,"BAR,ROUND ~ 6 IN",111.125,Inch,B.13.04...,BR,Planner 4,TOL
0106003557W,"BAR,ROUND ~ 6 IN",48,Inch,B.01.04...,BR,Planner 4,TOL
0106003562W,"BAR,ROUND ~ 6 IN",10.125,Inch,B.23.05...,BR,Planner 4,TOL
010600356MW,"BAR,ROUND ~ 6 INCH",5,Inch,B.23.03...,BR,Planner 4,TOL
0106004042W,"BAR,ROUND ~ 6 IN",15.25,Inch,B.23.03...,BR,Planner 4,TOL
010600X076W,"BAR,ROUND ~ 6 IN",67.5,Inch,B.04.04...,BR,Planner 4,TOL
0106320903W,"BAR,ROUND ~ 6 1/2",131.125,Inch,B.04.04...,BR,Planner 4,TOL
010632221YW,"BAR,ROUND FORGED ~ 6 1/2 IN",12.25,Inch,B.25.05...,BR,Planner 10,TOL
0106322449W,"BAR,ROUND  ~  6 1/2 IN",19,Inch,B.24.05...,BR,Planner 4,TOL
0106323557W,"BAR,ROUND ~ 6-1/2 IN",21.625,Inch,B.18.02...,BR,Planner 4,TOL
0106323557W,"BAR,ROUND ~ 6-1/2 IN",25.25,Inch,B.18.05...,BR,Planner 4,TOL
0106483557W,"BAR,ROUND  ~  6-3/4 IN",4.125,Inch,B.24.05...,BR,Planner 10,TOL
0107002439W,"BAR,ROUND ~ 7 IN",18,Inch,B.24.05...,BR,Planner 10,TOL
0107003563W,"BAR,ROUND  ~  7 IN",2.25,Inch,B.27.03...,BR,Planner 4,TOL
010700X016W,"BAR,ROUND ~ 7 IN",21.5,Inch,B.24.05...,BR,Planner 4,TOL
0107083557W,"BAR,ROUND ~ 7 1/8 IN",6,Inch,B.23.05...,BR,Planner 12,TOL
0107123513W,"BAR,ROUND ~ 7-3/16 IN",206.625,Inch,B.04.05...,BR,Planner 12,TOL
0107163515W,"BAR,ROUND ~ 7 1/4 IN",5.25,Inch,B.25.05...,BR,Planner 12,TOL
010716356MW,"BAR,ROUND ~ 7 1/4 INCH",34.5,Inch,B.24.05...,BR,Planner 12,TOL
010716M265W,"BAR,ROUND ~ 7 1/4 INCH",13.75,Inch,B.25.05...,BR,Planner 12,TOL
010716X019W,"BAR,ROUND ~ 7 1/4",5,Inch,B.01.05...,BR,Planner 10,TOL
0107323513W,"BAR,ROUND ~ 7 1/2 DIA",7.25,Inch,B.04.04...,BR,Planner 12,TOL
0107323557W,"BAR,ROUND ~ 7 1/2 IN",188.75,Inch,B.01.04...,BR,Planner 12,TOL
010732356MW,"BAR,ROUND ~ 7 1/2 IN",6.75,Inch,B.23.05...,BR,Planner 12,TOL
0108000904W,"BAR,ROUND ~ 8 IN",102.5,Inch,B.25.05...,BR,Planner 4,TOL
0108002439W,"BAR,ROUND ~ 8 IN",24,Inch,B.25.05...,BR,Planner 10,TOL
0108002449W,"BAR,ROUND  ~  8IN",15.25,Inch,B.23.05...,BR,Planner 4,TOL
010808M273W,"BAR,ROUND ~ 8 1/8 IN",6,Inch,B.27.04...,BR,Planner 4,TOL
0108163513W,"BAR,ROUND ~ 8-1/4 IN",9.875,Inch,B.04.04...,BR,Planner 12,TOL
0108163539W,"BAR,ROUND ~ 8 1/4 DIA",12.375,Inch,B.23.05...,BR,Planner 12,TOL
010816356MW,"BAR,ROUND ~ 8 1/4 INCH",23.5,Inch,B.24.05...,BR,Planner 12,TOL
0108164052W,"BAR,ROUND ~ 8 1/4 IN",4.375,Inch,B.24.05...,BR,Planner 12,TOL
0108323513W,"BAR,ROUND ~ 8 1/2 IN DIA",21.625,Inch,B.04.04...,BR,Planner 4,TOL
0108323514W,"BAR,ROUND ~ 8-1/2 IN",8.5,Inch,B.15.05...,BR,Planner 12,TOL
0108323557W,"BAR,ROUND ~ 8-1/2 IN",77.875,Inch,B.01.05...,BR,Planner 12,TOL
010848X022W,"BAR,ROUND ~ 8 3/4 INCH",3.875,Inch,B.23.05...,BR,Planner 4,TOL
0109003539W,"BAR,ROUND ~ 9 INCH",9.75,Inch,B.24.05...,BR,Planner 4,TOL
0109003557W,"BAR,ROUND ~ 9 IN",5.375,Inch,B.25.05...,BR,Planner 4,TOL
0109003563W,"BAR,ROUND ~ 9 IN",4.125,Inch,B.23.05...,BR,Planner 4,TOL
0109320904W,"BAR,ROUND ~ 9 1/2 INCH",15.375,Inch,B.23.05...,BR,Planner 10,TOL
0109323513W,"BAR,ROUND  ~  9 1/2 IN",12.25,Inch,B.23.05...,BR,Planner 4,TOL
0109323557W,"BAR,ROUND  ~  9 1/2 IN",11,Inch,B.27.04...,BR,Planner 4,TOL
010932356BW,"BAR,ROUND ~ 9 1/2 INCH",4.375,Inch,B.25.05...,BR,Planner 4,TOL
010932X012W,"BAR,ROUND FORGED ~ 9 1/2 IN",3.75,Inch,B.23.05...,BR,Planner 4,TOL
0110003557W,"BAR,ROUND ~ 10 IN",10,Inch,B.25.05...,BR,Planner 4,TOL
0190133557W,"BAR,ROUND,G&P ~ .499-.501",40.625,Inch,B.12.01...,BR,Planner 3,TOL
019016350DW,"BAR,ROUND ~ .624/0.626 DIA",47.375,Inch,B.23.02...,BR,Planner 12,TOL
0190163516W,"BAR,ROUND, G&P ~ 0.624 / 0.626",8.5,Inch,B.28.04...,BR,Planner 12,TOL
01901635DRW,"BAR,ROUND ~ .624/0.626 DIA",36.75,Inch,B.13.01...,BR,Planner 12,TOL
019016X001W,"BAR,ROUND ~ .624/0.626 DIA",55.9975,Inch,B.03.02...,BR,Planner 12,TOL
0190184015W,"BAR,ROUND, G&P ~ 0.758 / 0.760",8.25,Inch,B.28.02...,BR,Planner 4,TOL
0190243516W,"BAR,ROUND, G&P ~ 0.751 / 0.749 IN",25.625,Inch,B.05.01...,BR,Planner 12,TOL
01902535DRW,"BAR,ROUND ~ 1.250-1.252 G&P",19,Inch,T.03.01...,BR,Planner 12,TOL
0190423516W,"BAR,ROUND, G&P ~ 0.37425 / 0.37575",63.5,Inch,B.06.02...,BR,Planner 12,TOL
01904235BEW,"BAR,ROUND, G&P ~ .37425/.37575",103,Inch,B.06.01...,BR,Planner 12,TOL
01904835BEW,"BAR,ROUND,G&P ~ .749-.750",84.375,Inch,B.08.03...,BR,Planner 12,TOL
0190504015W,"BAR,ROUND, G&P ~ 1.000-1.010",8,Inch,B.28.02...,BR,Planner 4,TOL
0190574015W,"BAR,ROUND ~ 1.500 / 1.510",14.875,Inch,B.28.02...,BR,Planner 4,TOL
0190584015W,"BAR,ROUND, G&P ~ 1.750 / 1.760",7.875,Inch,B.28.02...,BR,Planner 4,TOL
01908535BEW,"BAR,ROUND,G&P ~ .9985-1.0000",202.875,Inch,B.05.02...,BR,Planner 12,TOL
0190893580W,"BAR,ROUND G&P ~ 0.5000/0.4985",298.625,Inch,B.07.02...,BR,Planner 4,TOL
01908935BEW,"BAR,ROUND,G&P ~ .4985-.5000",129.375,Inch,B.06.02...,BR,Planner 12,TOL
019159402KW,"BAR,ROUND,G&P ~ 0.4990/0.5005",9.5,Inch,B.15.03...,BR,Planner 12,TOL
019160402KW,"BAR,ROUND,G&P ~ 0.3740/0.3755",12,Inch,B.14.02...,BR,Planner 12,TOL
0191614015W,"BAR,ROUND ~ .310/0.314 DIA",21.375,Inch,B.06.03...,BR,Planner 12,TOL
0200243444W,"BAR,HEX ~ 3/8 IN",45.5,Inch,B.24.02...,BR,Planner 4,TOL
020024352AW,"BAR,HEX ~ 3/8 IN",118.375,Inch,B.05.03...,BR,Planner 4,TOL
0200283557W,"BAR,HEX ~ 7/16 IN",842.4,Inch,B.06.02...,BR,Planner 4,TOL
0200322409W,"BAR,HEX ~ 1/2",679.125,Inch,B.07.05...,BR,Planner 3,TOL
0200323503W,"BAR,HEX ~ 1/2 IN",109.625,Inch,B.25.02...,BR,Planner 3,TOL
0200323557W,"BAR,HEX ~ 1/2 IN",48.5,Inch,B.08.04...,BR,Planner 3,TOL
020032X002W,"BAR,HEX ~ 1/2 IN",20.75,Inch,B.23.02...,BR,Planner 4,TOL
0200363513W,"BAR,HEX ~ 9/16 IN",248.875,Inch,B.05.02...,BR,Planner 4,TOL
0200363557W,"BAR,HEX ~ 9/16 IN",20.75,Inch,B.12.02...,BR,Planner 4,TOL
0200403503W,"BAR,HEX ~ 5/8 IN",132,Inch,B.07.03...,BR,Planner 4,TOL
0200403557W,"BAR,HEX ~ 5/8 IN",33.25,Inch,B.08.05...,BR,Planner 4,TOL
0200482409W,"BAR,HEX ~ 3/4",94,Inch,B.06.05...,BR,Planner 4,TOL
0200483513W,"BAR,HEX ~ 3/4 IN",5.875,Inch,B.14.03...,BR,Planner 4,TOL
0200483557W,"BAR,HEX ~ 3/4 IN",39.625,Inch,B.08.04...,BR,Planner 4,TOL
0200562409W,"BAR,HEX ~ 7/8 IN",364.125,Inch,B.03.02...,BR,Planner 10,TOL
020056242GW,"BAR,HEX ~ 7/8 IN",9.875,Inch,B.14.05...,BR,Planner 4,TOL
0200563121W,"BAR,HEX ~ 7/8 IN",62.8,Inch,B.08.02...,BR,Planner 10,TOL
0200563444W,"BAR,HEX  ~  7/8 IN",8,Inch,B.14.02...,BR,Planner 4,TOL
020056344AW,"BAR,HEX ~ 7/8 IN",89.375,Inch,B.13.01...,BR,Planner 4,TOL
0200563557W,"BAR,HEX ~ 7/8 IN",54.5,Inch,B.05.04...,BR,Planner 4,TOL
0200602409W,"BAR,HEX ~ 15/16IN",281.75,Inch,B.01.02...,BR,Planner 4,TOL
0201002409W,"BAR,HEX ~ 1",134.5,Inch,B.06.04...,BR,Planner 3,TOL
0201003444W,"BAR,HEX ~ 1 INCH",4,Inch,B.15.03...,BR,Planner 4,TOL
0201003503W,"BAR,HEX ~ 1 IN",104.25,Inch,B.08.05...,BR,Planner 4,TOL
0201003513W,"BAR,HEX ~ 1 IN",10,Inch,B.14.02...,BR,Planner 4,TOL
